date_de_tirage,boule_1,boule_2,boule_3,boule_4,boule_5,numero_chance,combinaison_gagnante_en_ordre_croissant
1970-01-01 00:00:00,38,42,45,35,20,-1,20-35-38-42-45-49
1970-01-01 00:00:00,10,47,48,14,11,-1,10-11-14-28-47-48
1970-01-01 00:00:00,27,13,30,48,24,-1,13-24-27-30-35-48
1970-01-01 00:00:00,5,33,7,39,31,-1,5-7-31-33-36-39
1970-01-01 00:00:00,19,7,3,49,39,-1,3-7-19-39-45-49
1970-01-01 00:00:00,41,25,11,27,4,-1,4-11-13-25-27-41
1970-01-01 00:00:00,6,34,29,3,14,-1,3-6-14-15-29-34
1970-01-01 00:00:00,8,28,10,49,42,-1,8-10-24-28-42-49
1970-01-01 00:00:00,31,19,21,20,6,-1,6-19-20-21-31-38
1970-01-01 00:00:00,5,14,42,19,40,-1,5-14-19-26-40-42
1970-01-01 00:00:00,23,3,22,35,21,-1,3-21-22-23-35-39
1970-01-01 00:00:00,35,21,4,11,38,-1,4-11-21-26-35-38
1970-01-01 00:00:00,15,6,14,20,10,-1,6-10-14-15-20-29
1970-01-01 00:00:00,17,29,46,45,6,-1,6-17-27-29-45-46
1970-01-01 00:00:00,1,38,2,24,13,-1,1-2-13-20-24-38
1970-01-01 00:00:00,10,5,48,39,11,-1,5-10-11-26-39-48
1970-01-01 00:00:00,39,17,46,43,8,-1,8-17-21-39-43-46
1970-01-01 00:00:00,24,32,18,36,27,-1,5-18-24-27-32-36
1970-01-01 00:00:00,36,48,43,2,16,-1,2-11-16-36-43-48
1970-01-01 00:00:00,39,43,30,38,5,-1,5-30-37-38-39-43
1970-01-01 00:00:00,12,19,27,38,43,-1,9-12-19-27-38-43
1970-01-01 00:00:00,31,20,37,19,11,-1,5-11-19-20-31-37
1970-01-01 00:00:00,22,33,14,9,47,-1,9-14-22-33-37-47
1970-01-01 00:00:00,42,18,32,46,7,-1,7-18-26-32-42-46
1970-01-01 00:00:00,31,7,1,48,2,-1,1-2-3-7-31-48
1970-01-01 00:00:00,18,17,31,13,14,-1,13-14-17-18-31-37
1970-01-01 00:00:00,30,12,9,16,49,-1,9-12-16-30-42-49
1970-01-01 00:00:00,30,29,38,48,5,-1,5-19-29-30-38-48
1970-01-01 00:00:00,8,15,22,23,26,-1,8-15-17-22-23-26
1970-01-01 00:00:00,11,46,45,32,2,-1,2-11-32-42-45-46
1970-01-01 00:00:00,20,5,18,48,17,-1,5-17-18-19-20-48
1970-01-01 00:00:00,4,48,31,10,35,-1,4-10-29-31-35-48
1970-01-01 00:00:00,2,12,43,47,45,-1,2-6-12-43-45-47
1970-01-01 00:00:00,11,41,39,28,38,-1,8-11-28-38-39-41
1970-01-01 00:00:00,12,18,13,31,1,-1,1-12-13-18-31-42
1970-01-01 00:00:00,34,44,36,46,12,-1,12-30-34-36-44-46
1970-01-01 00:00:00,47,5,31,38,39,-1,5-30-31-38-39-47
1970-01-01 00:00:00,42,28,17,4,1,-1,1-4-6-17-28-42
1970-01-01 00:00:00,31,49,26,15,11,-1,6-11-15-26-31-49
1970-01-01 00:00:00,42,47,19,4,8,-1,4-8-17-19-42-47
1970-01-01 00:00:00,22,49,35,1,13,-1,1-10-13-22-35-49
1970-01-01 00:00:00,8,7,5,39,38,-1,5-7-8-16-38-39
1970-01-01 00:00:00,7,20,34,25,26,-1,7-8-20-25-26-34
1970-01-01 00:00:00,49,34,17,18,44,-1,17-18-34-42-44-49
1970-01-01 00:00:00,46,15,30,43,22,-1,1-15-22-30-43-46
1970-01-01 00:00:00,39,49,33,23,9,-1,9-17-23-33-39-49
1970-01-01 00:00:00,28,2,18,47,32,-1,2-18-26-28-32-47
1970-01-01 00:00:00,5,21,18,29,42,-1,5-9-18-21-29-42
1970-01-01 00:00:00,4,41,15,47,35,-1,4-15-35-38-41-47
1970-01-01 00:00:00,46,11,26,6,32,-1,2-6-11-26-32-46
1970-01-01 00:00:00,44,43,46,23,28,-1,12-23-28-43-44-46
1970-01-01 00:00:00,44,34,26,48,3,-1,3-18-26-34-44-48
1970-01-01 00:00:00,29,23,28,39,24,-1,23-24-28-29-39-41
1970-01-01 00:00:00,38,12,15,47,44,-1,7-12-15-38-44-47
1970-01-01 00:00:00,36,10,16,20,48,-1,10-16-20-23-36-48
1970-01-01 00:00:00,19,32,24,1,49,-1,1-19-22-24-32-49
1970-01-01 00:00:00,11,4,30,22,12,-1,2-4-11-12-22-30
1970-01-01 00:00:00,14,15,36,29,39,-1,14-15-18-29-36-39
1970-01-01 00:00:00,37,26,46,21,8,-1,8-21-26-37-46-48
1970-01-01 00:00:00,20,41,31,42,13,-1,13-20-23-31-41-42
1970-01-01 00:00:00,12,4,21,39,31,-1,4-12-21-31-39-46
1970-01-01 00:00:00,32,8,15,5,9,-1,5-8-9-15-29-32
1970-01-01 00:00:00,13,24,31,23,17,-1,13-17-23-24-31-46
1970-01-01 00:00:00,33,12,49,4,18,-1,4-12-18-33-39-49
1970-01-01 00:00:00,13,1,8,2,23,-1,1-2-8-13-16-23
1970-01-01 00:00:00,40,21,32,18,4,-1,4-12-18-21-32-40
1970-01-01 00:00:00,43,9,48,30,46,-1,9-27-30-43-46-48
1970-01-01 00:00:00,9,35,18,6,8,-1,6-8-9-17-18-35
1970-01-01 00:00:00,21,32,27,47,2,-1,2-21-27-32-34-47
1970-01-01 00:00:00,37,30,13,35,36,-1,13-30-35-36-37-45
1970-01-01 00:00:00,1,41,13,14,10,-1,1-6-10-13-14-41
1970-01-01 00:00:00,28,23,26,49,29,-1,6-23-26-28-29-49
1970-01-01 00:00:00,17,21,15,3,6,-1,3-6-12-15-17-21
1970-01-01 00:00:00,10,32,16,36,39,-1,10-16-17-32-36-39
1970-01-01 00:00:00,9,37,43,1,20,-1,1-9-20-30-37-43
1970-01-01 00:00:00,43,34,12,9,42,-1,6-9-12-34-42-43
1970-01-01 00:00:00,45,37,24,27,20,-1,5-20-24-27-37-45
1970-01-01 00:00:00,12,47,37,20,42,-1,12-20-37-40-42-47
1970-01-01 00:00:00,7,6,12,17,34,-1,6-7-12-17-34-44
1970-01-01 00:00:00,38,41,45,47,44,-1,22-38-41-44-45-47
1970-01-01 00:00:00,19,40,2,24,27,-1,2-19-24-27-33-40
1970-01-01 00:00:00,13,31,10,28,34,-1,10-13-19-28-31-34
1970-01-01 00:00:00,6,4,32,47,45,-1,4-6-26-32-45-47
1970-01-01 00:00:00,30,10,36,26,17,-1,4-10-17-26-30-36
1970-01-01 00:00:00,13,48,28,45,21,-1,12-13-21-28-45-48
1970-01-01 00:00:00,32,20,7,13,18,-1,1-7-13-18-20-32
1970-01-01 00:00:00,48,25,15,46,4,-1,2-4-15-25-46-48
1970-01-01 00:00:00,36,11,23,26,46,-1,8-11-23-26-36-46
1970-01-01 00:00:00,28,35,2,45,26,-1,2-26-28-33-35-45
1970-01-01 00:00:00,43,1,34,35,32,-1,1-6-32-34-35-43
1970-01-01 00:00:00,5,8,16,4,46,-1,4-5-8-16-41-46
1970-01-01 00:00:00,21,14,26,9,38,-1,9-14-21-22-26-38
1970-01-01 00:00:00,16,44,36,13,27,-1,13-16-27-36-42-44
1970-01-01 00:00:00,14,21,8,19,30,-1,8-14-19-21-25-30
1970-01-01 00:00:00,17,34,16,37,11,-1,11-14-16-17-34-37
1970-01-01 00:00:00,48,23,16,40,25,-1,16-23-25-40-46-48
1970-01-01 00:00:00,35,7,3,22,6,-1,3-6-7-22-35-49
1970-01-01 00:00:00,37,42,10,41,43,-1,10-19-37-41-42-43
1970-01-01 00:00:00,47,30,33,40,2,-1,2-8-30-33-40-47
1970-01-01 00:00:00,45,42,36,32,39,-1,23-32-36-39-42-45
1970-01-01 00:00:00,25,22,27,38,2,-1,2-22-25-27-29-38
1970-01-01 00:00:00,4,15,43,10,21,-1,4-10-15-21-25-43
1970-01-01 00:00:00,12,8,38,22,45,-1,8-12-22-36-38-45
1970-01-01 00:00:00,14,36,32,8,18,-1,8-14-18-23-32-36
1970-01-01 00:00:00,8,37,28,31,22,-1,8-11-22-28-31-37
1970-01-01 00:00:00,41,13,39,14,47,-1,13-14-31-39-41-47
1970-01-01 00:00:00,41,22,32,18,4,-1,4-18-22-32-41-42
1970-01-01 00:00:00,13,44,22,46,3,-1,3-13-22-38-44-46
1970-01-01 00:00:00,49,20,12,42,28,-1,12-20-23-28-42-49
1970-01-01 00:00:00,48,43,37,22,20,-1,20-22-26-37-43-48
1970-01-01 00:00:00,27,36,33,15,29,-1,15-27-29-31-33-36
1970-01-01 00:00:00,11,49,34,28,24,-1,11-24-28-34-43-49
1970-01-01 00:00:00,25,2,4,22,5,-1,2-4-5-14-22-25
1970-01-01 00:00:00,32,35,20,29,8,-1,8-20-29-32-35-42
1970-01-01 00:00:00,44,30,37,31,45,-1,6-30-31-37-44-45
1970-01-01 00:00:00,38,27,49,6,2,-1,2-6-27-38-47-49
1970-01-01 00:00:00,2,4,40,17,7,-1,2-4-7-14-17-40
1970-01-01 00:00:00,25,27,42,4,39,-1,4-24-25-27-39-42
1970-01-01 00:00:00,15,28,5,36,30,-1,5-15-28-30-36-45
1970-01-01 00:00:00,12,28,39,29,11,-1,11-12-20-28-29-39
1970-01-01 00:00:00,16,34,22,39,8,-1,1-8-16-22-34-39
1970-01-01 00:00:00,45,25,1,16,37,-1,1-16-25-37-42-45
1970-01-01 00:00:00,18,19,36,20,25,-1,14-18-19-20-25-36
1970-01-01 00:00:00,5,20,7,4,22,-1,4-5-7-9-20-22
1970-01-01 00:00:00,27,32,12,15,20,-1,12-15-20-27-32-35
1970-01-01 00:00:00,40,6,38,45,28,-1,6-9-28-38-40-45
1970-01-01 00:00:00,16,35,38,47,28,-1,16-28-35-38-40-47
1970-01-01 00:00:00,2,5,42,25,9,-1,2-5-9-19-25-42
1970-01-01 00:00:00,38,23,7,43,48,-1,7-13-23-38-43-48
1970-01-01 00:00:00,3,15,24,37,23,-1,3-15-23-24-37-40
1970-01-01 00:00:00,21,40,6,33,13,-1,6-13-21-33-39-40
1970-01-01 00:00:00,3,45,35,48,33,-1,3-32-33-35-45-48
1970-01-01 00:00:00,9,29,40,16,1,-1,1-9-16-29-40-46
1970-01-01 00:00:00,48,29,41,39,15,-1,9-15-29-39-41-48
1970-01-01 00:00:00,2,12,33,6,24,-1,2-6-12-18-24-33
1970-01-01 00:00:00,12,37,4,24,1,-1,1-4-6-12-24-37
1970-01-01 00:00:00,44,34,21,45,6,-1,3-6-21-34-44-45
1970-01-01 00:00:00,33,39,3,24,38,-1,3-24-33-35-38-39
1970-01-01 00:00:00,3,8,22,23,31,-1,2-3-8-22-23-31
1970-01-01 00:00:00,21,25,38,5,16,-1,5-16-21-25-30-38
1970-01-01 00:00:00,16,31,49,41,44,-1,16-21-31-41-44-49
1970-01-01 00:00:00,32,23,19,24,10,-1,10-12-19-23-24-32
1970-01-01 00:00:00,24,9,41,21,10,-1,4-9-10-21-24-41
1970-01-01 00:00:00,3,49,31,41,15,-1,3-15-17-31-41-49
1970-01-01 00:00:00,6,10,15,24,4,-1,4-6-7-10-15-24
1970-01-01 00:00:00,9,43,17,45,25,-1,9-17-25-43-45-47
1970-01-01 00:00:00,35,6,29,31,12,-1,6-12-29-31-35-48
1970-01-01 00:00:00,32,5,12,18,49,-1,5-12-18-25-32-49
1970-01-01 00:00:00,22,32,13,31,14,-1,13-14-22-28-31-32
1970-01-01 00:00:00,27,22,20,40,42,-1,6-20-22-27-40-42
1970-01-01 00:00:00,37,29,33,16,41,-1,16-29-31-33-37-41
1970-01-01 00:00:00,27,43,49,44,18,-1,18-27-38-43-44-49
1970-01-01 00:00:00,14,19,47,2,40,-1,2-14-19-31-40-47
1970-01-01 00:00:00,12,46,22,7,40,-1,7-12-22-40-43-46
1970-01-01 00:00:00,6,32,30,42,41,-1,6-30-32-41-42-46
1970-01-01 00:00:00,42,7,29,44,17,-1,7-17-22-29-42-44
1970-01-01 00:00:00,23,4,15,29,13,-1,4-13-15-18-23-29
1970-01-01 00:00:00,11,6,25,13,46,-1,6-11-13-25-32-46
1970-01-01 00:00:00,17,14,35,5,41,-1,1-5-14-17-35-41
1970-01-01 00:00:00,22,23,35,39,38,-1,4-22-23-35-38-39
1970-01-01 00:00:00,15,14,39,9,34,-1,9-14-15-32-34-39
1970-01-01 00:00:00,23,3,24,25,4,-1,3-4-23-24-25-44
1970-01-01 00:00:00,16,7,42,26,43,-1,7-16-26-31-42-43
1970-01-01 00:00:00,43,16,23,41,33,-1,16-23-33-39-41-43
1970-01-01 00:00:00,48,46,14,10,36,-1,1-10-14-36-46-48
1970-01-01 00:00:00,20,38,37,26,2,-1,2-14-20-26-37-38
1970-01-01 00:00:00,19,33,40,47,36,-1,7-19-33-36-40-47
1970-01-01 00:00:00,7,6,21,27,44,-1,6-7-9-21-27-44
1970-01-01 00:00:00,10,36,1,18,27,-1,1-10-12-18-27-36
1970-01-01 00:00:00,35,14,3,7,24,-1,3-7-14-24-31-35
1970-01-01 00:00:00,17,37,46,33,16,-1,16-17-33-37-42-46
1970-01-01 00:00:00,1,24,11,21,27,-1,1-11-21-24-27-39
1970-01-01 00:00:00,48,1,21,35,46,-1,1-21-30-35-46-48
1970-01-01 00:00:00,13,26,24,47,39,-1,13-24-26-31-39-47
1970-01-01 00:00:00,37,10,7,14,48,-1,7-10-14-37-42-48
1970-01-01 00:00:00,38,19,5,39,32,-1,5-14-19-32-38-39
1970-01-01 00:00:00,23,40,42,13,41,-1,6-13-23-40-41-42
1970-01-01 00:00:00,44,22,24,18,15,-1,15-18-22-24-44-48
1970-01-01 00:00:00,29,41,34,33,5,-1,5-24-29-33-34-41
1970-01-01 00:00:00,43,1,18,14,24,-1,1-14-18-21-24-43
1970-01-01 00:00:00,43,12,41,27,11,-1,11-12-20-27-41-43
1970-01-01 00:00:00,42,35,10,3,6,-1,2-3-6-10-35-42
1970-01-01 00:00:00,26,17,4,8,12,-1,4-8-12-16-17-26
1970-01-01 00:00:00,35,37,31,39,19,-1,7-19-31-35-37-39
1970-01-01 00:00:00,30,21,42,37,34,-1,2-21-30-34-37-42
1970-01-01 00:00:00,39,48,34,19,23,-1,7-19-23-34-39-48
1970-01-01 00:00:00,2,26,38,46,16,-1,2-16-26-38-39-46
1970-01-01 00:00:00,30,10,20,31,3,-1,3-4-10-20-30-31
1970-01-01 00:00:00,20,21,44,46,5,-1,5-7-20-21-44-46
1970-01-01 00:00:00,47,35,49,33,13,-1,12-13-33-35-47-49
1970-01-01 00:00:00,18,41,25,1,13,-1,1-3-13-18-25-41
1970-01-01 00:00:00,36,10,38,24,27,-1,10-24-27-36-38-46
1970-01-01 00:00:00,36,48,21,23,22,-1,21-22-23-36-38-48
1970-01-01 00:00:00,31,39,19,5,43,-1,2-5-19-31-39-43
1970-01-01 00:00:00,22,12,29,41,7,-1,7-12-22-29-38-41
1970-01-01 00:00:00,4,27,14,10,42,-1,2-4-10-14-27-42
1970-01-01 00:00:00,2,49,39,41,45,-1,2-39-40-41-45-49
1970-01-01 00:00:00,32,44,41,17,22,-1,17-22-29-32-41-44
1970-01-01 00:00:00,32,42,17,13,45,-1,13-17-32-42-44-45
1970-01-01 00:00:00,36,5,48,13,49,-1,5-13-34-36-48-49
1970-01-01 00:00:00,26,38,4,15,42,-1,4-15-26-38-42-48
1970-01-01 00:00:00,5,31,7,36,18,-1,5-7-18-28-31-36
1970-01-01 00:00:00,47,39,18,40,34,-1,18-34-39-40-44-47
1970-01-01 00:00:00,23,7,5,48,46,-1,5-7-23-32-46-48
1970-01-01 00:00:00,30,18,24,19,28,-1,17-18-19-24-28-30
1970-01-01 00:00:00,19,5,41,25,27,-1,5-19-25-27-41-42
1970-01-01 00:00:00,22,15,45,11,6,-1,6-11-14-15-22-45
1970-01-01 00:00:00,11,16,3,46,1,-1,1-3-11-16-26-46
1970-01-01 00:00:00,32,44,40,24,25,-1,24-25-32-35-40-44
1970-01-01 00:00:00,11,46,36,35,26,-1,11-26-35-36-46-47
1970-01-01 00:00:00,42,44,39,41,6,-1,6-32-39-41-42-44
1970-01-01 00:00:00,44,40,10,22,27,-1,7-10-22-27-40-44
1970-01-01 00:00:00,15,32,46,40,2,-1,2-13-15-32-40-46
1970-01-01 00:00:00,44,27,24,15,14,-1,9-14-15-24-27-44
1970-01-01 00:00:00,43,40,23,2,5,-1,2-5-17-23-40-43
1970-01-01 00:00:00,49,45,14,34,2,-1,2-14-34-36-45-49
1970-01-01 00:00:00,24,13,9,47,10,-1,9-10-13-24-42-47
1970-01-01 00:00:00,19,14,2,32,1,-1,1-2-14-19-32-35
1970-01-01 00:00:00,47,17,27,39,29,-1,17-27-29-39-46-47
1970-01-01 00:00:00,25,26,38,12,24,-1,9-12-24-25-26-38
1970-01-01 00:00:00,1,7,18,6,39,-1,1-6-7-18-32-39
1970-01-01 00:00:00,29,11,7,17,39,-1,5-7-11-17-29-39
1970-01-01 00:00:00,14,22,19,41,21,-1,14-19-21-22-41-43
1970-01-01 00:00:00,49,8,26,31,37,-1,8-24-26-31-37-49
1970-01-01 00:00:00,26,24,49,27,15,-1,15-24-26-27-32-49
1970-01-01 00:00:00,28,42,9,33,22,-1,9-13-22-28-33-42
1970-01-01 00:00:00,25,22,43,8,34,-1,8-22-25-34-43-47
1970-01-01 00:00:00,32,7,37,16,19,-1,7-16-19-20-32-37
1970-01-01 00:00:00,24,1,47,30,16,-1,1-15-16-24-30-47
1970-01-01 00:00:00,39,7,5,36,48,-1,5-7-36-39-40-48
1970-01-01 00:00:00,8,24,4,22,25,-1,4-8-22-24-25-45
1970-01-01 00:00:00,19,24,12,4,29,-1,3-4-12-19-24-29
1970-01-01 00:00:00,17,2,36,43,40,-1,2-17-23-36-40-43
1970-01-01 00:00:00,41,22,16,19,27,-1,16-19-22-27-32-41
1970-01-01 00:00:00,41,5,20,48,16,-1,5-15-16-20-41-48
1970-01-01 00:00:00,4,32,10,44,15,-1,4-10-15-27-32-44
1970-01-01 00:00:00,16,13,6,2,19,-1,2-6-13-15-16-19
1970-01-01 00:00:00,5,1,43,47,39,-1,1-5-39-43-47-49
1970-01-01 00:00:00,16,4,34,44,48,-1,4-16-34-41-44-48
1970-01-01 00:00:00,13,23,37,3,44,-1,3-13-23-37-44-47
1970-01-01 00:00:00,12,35,7,37,10,-1,7-10-12-35-37-41
1970-01-01 00:00:00,42,24,37,1,8,-1,1-8-24-37-42-48
1970-01-01 00:00:00,3,20,23,47,30,-1,3-7-20-23-30-47
1970-01-01 00:00:00,48,10,36,43,49,-1,10-31-36-43-48-49
1970-01-01 00:00:00,29,8,31,15,34,-1,8-15-19-29-31-34
1970-01-01 00:00:00,47,33,20,44,19,-1,19-20-22-33-44-47
1970-01-01 00:00:00,32,28,14,29,16,-1,14-16-28-29-32-45
1970-01-01 00:00:00,19,47,23,10,41,-1,3-10-19-23-41-47
1970-01-01 00:00:00,24,13,6,39,20,-1,6-13-20-24-39-43
1970-01-01 00:00:00,13,27,41,2,42,-1,2-13-20-27-41-42
1970-01-01 00:00:00,40,4,34,23,44,-1,3-4-23-34-40-44
1970-01-01 00:00:00,9,29,44,14,17,-1,5-9-14-17-29-44
1970-01-01 00:00:00,23,49,21,43,5,-1,5-21-23-38-43-49
1970-01-01 00:00:00,6,41,46,4,30,-1,4-6-12-30-41-46
1970-01-01 00:00:00,32,19,31,25,5,-1,5-9-19-25-31-32
1970-01-01 00:00:00,6,25,26,34,36,-1,6-21-25-26-34-36
1970-01-01 00:00:00,33,7,10,48,22,-1,7-10-13-22-33-48
1970-01-01 00:00:00,43,7,27,42,28,-1,7-13-27-28-42-43
1970-01-01 00:00:00,12,49,48,22,28,-1,12-22-28-39-48-49
1970-01-01 00:00:00,5,34,13,29,1,-1,1-4-5-13-29-34
1970-01-01 00:00:00,47,1,6,45,16,-1,1-6-16-18-45-47
1970-01-01 00:00:00,44,8,46,16,17,-1,5-8-16-17-44-46
1970-01-01 00:00:00,4,45,30,7,34,-1,4-7-17-30-34-45
1970-01-01 00:00:00,10,17,16,1,27,-1,1-10-16-17-27-48
1970-01-01 00:00:00,6,24,12,19,43,-1,6-12-19-24-43-45
1970-01-01 00:00:00,32,34,11,40,19,-1,11-19-32-34-39-40
1970-01-01 00:00:00,21,47,40,26,41,-1,21-26-38-40-41-47
1970-01-01 00:00:00,25,27,48,3,1,-1,1-3-25-27-34-48
1970-01-01 00:00:00,38,21,12,40,24,-1,9-12-21-24-38-40
1970-01-01 00:00:00,22,13,46,6,39,-1,6-13-22-39-45-46
1970-01-01 00:00:00,3,16,33,19,31,-1,3-16-19-31-33-35
1970-01-01 00:00:00,11,46,30,38,25,-1,11-25-30-38-45-46
1970-01-01 00:00:00,13,32,30,14,5,-1,1-5-13-14-30-32
1970-01-01 00:00:00,27,43,36,30,19,-1,14-19-27-30-36-43
1970-01-01 00:00:00,5,30,1,44,36,-1,1-5-26-30-36-44
1970-01-01 00:00:00,48,2,43,8,18,-1,2-8-18-40-43-48
1970-01-01 00:00:00,11,2,42,12,39,-1,2-10-11-12-39-42
1970-01-01 00:00:00,41,27,7,1,4,-1,1-4-7-9-27-41
1970-01-01 00:00:00,37,34,38,15,16,-1,15-16-27-34-37-38
1970-01-01 00:00:00,10,28,12,25,43,-1,5-10-12-25-28-43
1970-01-01 00:00:00,19,14,10,12,9,-1,3-9-10-12-14-19
1970-01-01 00:00:00,12,7,18,6,39,-1,6-7-9-12-18-39
1970-01-01 00:00:00,7,48,31,26,32,-1,7-26-27-31-32-48
1970-01-01 00:00:00,35,49,20,13,36,-1,5-13-20-35-36-49
1970-01-01 00:00:00,13,23,14,11,35,-1,11-13-14-23-35-39
1970-01-01 00:00:00,9,31,10,48,18,-1,9-10-18-24-31-48
1970-01-01 00:00:00,39,49,37,40,9,-1,9-14-37-39-40-49
1970-01-01 00:00:00,42,47,45,49,30,-1,4-30-42-45-47-49
1970-01-01 00:00:00,32,30,16,27,20,-1,5-16-20-27-30-32
1970-01-01 00:00:00,42,5,33,13,19,-1,5-13-19-33-42-47
1970-01-01 00:00:00,19,14,29,16,6,-1,6-14-16-19-29-33
1970-01-01 00:00:00,7,28,40,41,4,-1,3-4-7-28-40-41
1970-01-01 00:00:00,48,6,7,38,13,-1,4-6-7-13-38-48
1970-01-01 00:00:00,19,27,37,26,10,-1,10-19-26-27-37-40
1970-01-01 00:00:00,10,29,34,37,16,-1,1-10-16-29-34-37
1970-01-01 00:00:00,43,5,47,18,44,-1,1-5-18-43-44-47
1970-01-01 00:00:00,44,48,35,43,8,-1,8-20-35-43-44-48
1970-01-01 00:00:00,41,7,17,48,4,-1,4-7-11-17-41-48
1970-01-01 00:00:00,16,37,47,5,43,-1,5-16-37-43-46-47
1970-01-01 00:00:00,25,23,36,9,48,-1,9-23-25-36-46-48
1970-01-01 00:00:00,47,20,9,29,21,-1,9-20-21-29-45-47
1970-01-01 00:00:00,38,21,49,44,34,-1,21-31-34-38-44-49
1970-01-01 00:00:00,44,21,15,49,13,-1,13-15-21-40-44-49
1970-01-01 00:00:00,33,24,16,46,21,-1,5-16-21-24-33-46
1970-01-01 00:00:00,15,19,24,44,35,-1,15-19-24-27-35-44
1970-01-01 00:00:00,32,48,6,38,36,-1,6-32-33-36-38-48
1970-01-01 00:00:00,39,43,11,29,45,-1,11-19-29-39-43-45
1970-01-01 00:00:00,23,2,28,6,14,-1,2-6-14-18-23-28
1970-01-01 00:00:00,22,15,30,47,19,-1,15-17-19-22-30-47
1970-01-01 00:00:00,16,18,45,4,23,-1,4-10-16-18-23-45
1970-01-01 00:00:00,29,39,43,4,41,-1,4-29-39-40-41-43
1970-01-01 00:00:00,44,34,43,31,17,-1,17-31-34-43-44-46
1970-01-01 00:00:00,49,10,21,6,1,-1,1-6-8-10-21-49
1970-01-01 00:00:00,34,33,44,41,36,-1,33-34-36-38-41-44
1970-01-01 00:00:00,4,42,30,45,41,-1,4-16-30-41-42-45
1970-01-01 00:00:00,27,11,42,48,18,-1,11-18-27-42-43-48
1970-01-01 00:00:00,31,4,38,37,18,-1,4-18-31-37-38-41
1970-01-01 00:00:00,16,38,19,30,4,-1,4-16-19-30-34-38
1970-01-01 00:00:00,11,49,36,15,9,-1,9-11-15-19-36-49
1970-01-01 00:00:00,49,38,25,17,8,-1,8-11-17-25-38-49
1970-01-01 00:00:00,24,36,1,9,17,-1,1-9-17-24-36-37
1970-01-01 00:00:00,9,19,38,18,36,-1,9-18-19-36-38-44
1970-01-01 00:00:00,22,2,16,13,9,-1,2-9-13-16-22-29
1970-01-01 00:00:00,40,42,24,32,23,-1,23-24-29-32-40-42
1970-01-01 00:00:00,40,41,2,49,12,-1,2-8-12-40-41-49
1970-01-01 00:00:00,27,2,33,15,7,-1,2-7-10-15-27-33
1970-01-01 00:00:00,15,38,25,16,1,-1,1-2-15-16-25-38
1970-01-01 00:00:00,2,41,31,46,20,-1,2-16-20-31-41-46
1970-01-01 00:00:00,6,35,37,48,29,-1,6-29-35-37-45-48
1970-01-01 00:00:00,13,36,31,48,4,-1,4-13-31-36-37-48
1970-01-01 00:00:00,13,22,32,34,14,-1,13-14-20-22-32-34
1970-01-01 00:00:00,21,34,41,31,49,-1,21-29-31-34-41-49
1970-01-01 00:00:00,4,46,44,48,16,-1,4-14-16-44-46-48
1970-01-01 00:00:00,19,4,22,41,18,-1,4-18-19-22-35-41
1970-01-01 00:00:00,15,32,49,1,11,-1,1-11-14-15-32-49
1970-01-01 00:00:00,48,8,13,20,18,-1,8-13-18-20-43-48
1970-01-01 00:00:00,17,38,13,8,2,-1,2-7-8-13-17-38
1970-01-01 00:00:00,46,48,36,40,18,-1,10-18-36-40-46-48
1970-01-01 00:00:00,1,33,46,43,13,-1,1-13-30-33-43-46
1970-01-01 00:00:00,7,9,18,16,43,-1,5-7-9-16-18-43
1970-01-01 00:00:00,31,9,46,41,13,-1,9-13-31-38-41-46
1970-01-01 00:00:00,44,9,49,28,11,-1,8-9-11-28-44-49
1970-01-01 00:00:00,8,39,34,6,47,-1,6-8-10-34-39-47
1970-01-01 00:00:00,14,25,33,44,27,-1,12-14-25-27-33-44
1970-01-01 00:00:00,48,19,2,16,49,-1,2-16-19-23-48-49
1970-01-01 00:00:00,8,24,39,41,4,-1,3-4-8-24-39-41
1970-01-01 00:00:00,38,10,32,27,17,-1,10-17-27-29-32-38
1970-01-01 00:00:00,14,37,21,27,38,-1,14-21-25-27-37-38
1970-01-01 00:00:00,49,29,5,33,39,-1,2-5-29-33-39-49
1970-01-01 00:00:00,39,15,22,12,24,-1,12-15-22-24-39-47
1970-01-01 00:00:00,37,28,20,47,7,-1,7-8-20-28-37-47
1970-01-01 00:00:00,37,39,43,24,23,-1,23-24-37-39-43-47
1970-01-01 00:00:00,40,19,14,33,12,-1,12-14-19-33-40-44
1970-01-01 00:00:00,7,16,38,3,2,-1,2-3-7-16-18-38
1970-01-01 00:00:00,23,47,5,6,27,-1,5-6-23-27-47-49
1970-01-01 00:00:00,14,47,31,9,38,-1,6-9-14-31-38-47
1970-01-01 00:00:00,6,13,43,21,28,-1,6-13-19-21-28-43
1970-01-01 00:00:00,46,8,37,31,38,-1,4-8-31-37-38-46
1970-01-01 00:00:00,12,33,32,9,4,-1,4-9-12-32-33-47
1970-01-01 00:00:00,31,35,48,12,44,-1,12-13-31-35-44-48
1970-01-01 00:00:00,20,6,9,41,45,-1,6-9-20-35-41-45
1970-01-01 00:00:00,4,7,26,31,21,-1,4-7-21-26-31-47
1970-01-01 00:00:00,14,15,39,45,20,-1,14-15-20-39-42-45
1970-01-01 00:00:00,46,10,49,14,24,-1,10-14-16-24-46-49
1970-01-01 00:00:00,38,28,27,34,17,-1,9-17-27-28-34-38
1970-01-01 00:00:00,16,8,47,10,31,-1,8-10-16-31-32-47
